title,author,year,cover_id,work_key,cover_url,description,subjects,content
Psychology applied to modern life,"Wayne Weiten, Margaret A. Lloyd",1983.0,363717.0,/works/OL90043W,https://covers.openlibrary.org/b/id/363717-M.jpg,,"Psychological aspects of Adulthood, Adulthood, Textbooks, Psychology textbooks, Adjustment (Psychology), Interpersonal relations, Humanities textbooks, Psychological aspects, Ajustement (Psychologie), Self-help techniques, Popular psychology, Personal Growth - General, Applied Psychology, Psychology, General","Psychology applied to modern life Wayne Weiten, Margaret A. Lloyd  Psychological aspects of Adulthood, Adulthood, Textbooks, Psychology textbooks, Adjustment (Psychology), Interpersonal relations, Humanities textbooks, Psychological aspects, Ajustement (Psychologie), Self-help techniques, Popular psychology, Personal Growth - General, Applied Psychology, Psychology, General"
A history of modern psychology,C. James Goodwin,1999.0,300923.0,/works/OL1816848W,https://covers.openlibrary.org/b/id/300923-M.jpg,"With this new text by C. James Goodwin, you will learn about the fascinating individuals who helped shape psychology. The book not only provides accounts about the pioneers of psychology, it also contains original sources by these psychologists interwoven with informative comments from the author. With this approach, students will gain a better understanding of how past events shape the present field of psychology.","Psychology, History, Psychology, history, Psychologie, Geschichte, Histoire, History, 19th Century, History, 20th Century","A history of modern psychology C. James Goodwin With this new text by C. James Goodwin, you will learn about the fascinating individuals who helped shape psychology. The book not only provides accounts about the pioneers of psychology, it also contains original sources by these psychologists interwoven with informative comments from the author. With this approach, students will gain a better understanding of how past events shape the present field of psychology. Psychology, History, Psychology, history, Psychologie, Geschichte, Histoire, History, 19th Century, History, 20th Century"
Cognitive Psychology,R. Solso,2017.0,0.0,/works/OL29442903W,,,,Cognitive Psychology R. Solso  
A history of modern psychology,Duane P. Schultz,1969.0,4468220.0,/works/OL513161W,https://covers.openlibrary.org/b/id/4468220-M.jpg,"Throughout this textbook, the owner used a blue pen, a black pen, a pencil, and yellow, green, red, and teal highlighters.","Psychology, Textbooks, Histoire, Psychology textbooks, Psychologie, Humanities textbooks, History, Geschichte, Psychology, history","A history of modern psychology Duane P. Schultz Throughout this textbook, the owner used a blue pen, a black pen, a pencil, and yellow, green, red, and teal highlighters. Psychology, Textbooks, Histoire, Psychology textbooks, Psychologie, Humanities textbooks, History, Geschichte, Psychology, history"
Advanced Educational Psychology,S.K. Mangal,2004.0,13003168.0,/works/OL9081474W,https://covers.openlibrary.org/b/id/13003168-M.jpg,,"Educational psychology, Psychopédagogie","Advanced Educational Psychology S.K. Mangal  Educational psychology, Psychopédagogie"
The Perfect Marriage,Jeneva Rose,2020.0,10833503.0,/works/OL24315820W,https://covers.openlibrary.org/b/id/10833503-M.jpg,"Sarah Morgan is one of the best criminal defense attorneys in Washington, DC. With a perfect case record and having made named partner before the age of thirty-five, her life is going exactly as she planned.

However, the same cannot be said for her husband, Adam, a failed author, who's grown to resent his wife's meteoric success as he feels it's come at the expense of their relationship.

For almost two years, Adam has kept his affair with Kelly Summers a secret, but everything changes when her body is discovered at the couple's lake house and Adam is arrested on suspicion of murder.

Sarah now finds herself facing her most challenging case yet when she vows to defend her husband--a man accused of murdering his mistress.

While Adam is certainly guilty of sleeping with Kelly, the question remains: Is he guilty of killing her too?","Thriller, Mystery, Mystery Thriller, Fiction, Suspense, Crime, Psychological Thriller, Serie:Perfect","The Perfect Marriage Jeneva Rose Sarah Morgan is one of the best criminal defense attorneys in Washington, DC. With a perfect case record and having made named partner before the age of thirty-five, her life is going exactly as she planned.

However, the same cannot be said for her husband, Adam, a failed author, who's grown to resent his wife's meteoric success as he feels it's come at the expense of their relationship.

For almost two years, Adam has kept his affair with Kelly Summers a secret, but everything changes when her body is discovered at the couple's lake house and Adam is arrested on suspicion of murder.

Sarah now finds herself facing her most challenging case yet when she vows to defend her husband--a man accused of murdering his mistress.

While Adam is certainly guilty of sleeping with Kelly, the question remains: Is he guilty of killing her too? Thriller, Mystery, Mystery Thriller, Fiction, Suspense, Crime, Psychological Thriller, Serie:Perfect"
History and systems of psychology,James F. Brennan,1982.0,92277.0,/works/OL2640798W,https://covers.openlibrary.org/b/id/92277-M.jpg,,"Histoire, Psychology, Textbooks, Philosophy, Psychology textbooks, Psychologie, Humanities textbooks, Philosophie, History, System, Geschichte, Psychology, history, Psychology, philosophy","History and systems of psychology James F. Brennan  Histoire, Psychology, Textbooks, Philosophy, Psychology textbooks, Psychologie, Humanities textbooks, Philosophie, History, System, Geschichte, Psychology, history, Psychology, philosophy"
Cognitive Psychology,"Michael W. Eysenck, Mark T. Keane, Mark Keane, Mark T. Keane",1990.0,6455820.0,/works/OL572925W,https://covers.openlibrary.org/b/id/6455820-M.jpg,"This is a thorough revision of the extremely successful second edition. It continues to consider the three main perspectives on cognitive psychology that now define the discipline: experimental cognitive psychology; cognitive science, with its emphasis on computational cognitive modelling; and cognitive neuropsychology, with its focus on cognition following brain damage.

There is detailed coverage of the dynamic impact of these different perspectives on the main areas of cognitive psychology, including perception, attention, memory, categorisation, language, problem-solving, and reasoning.

The aim is to provide comprehensive coverage that is up-to-date, authoritative, and accessible. All existing chapters have been extensively revised and several new chapters added. Some of the topics receiving much greater coverage in this edition are: depth perception, brain structures in perception, autobiographical memory, implicit memory, theories of reading, mood-congruent effects, connectionism, scientific discovery, and conditional reasoning.

Cognitive Psychology: A Student's Handbook will be essential reading for undergraduate students of psychology. It will also be of interest to students taking related courses in computer science, education, linguistics, physiology, and medicine.","Cognitive psychology, Textbooks, Cognition, Kognitive Psychologie, Psychologie cognitive, Psychology, Cognitieve psychologie, Manuels d'enseignement, Einführung, Cognition & cognitive psychology, General, Cognition--textbooks, Cognitive psychology--textbooks, Bf311 .e935 2010, 153, 77.31","Cognitive Psychology Michael W. Eysenck, Mark T. Keane, Mark Keane, Mark T. Keane This is a thorough revision of the extremely successful second edition. It continues to consider the three main perspectives on cognitive psychology that now define the discipline: experimental cognitive psychology; cognitive science, with its emphasis on computational cognitive modelling; and cognitive neuropsychology, with its focus on cognition following brain damage.

There is detailed coverage of the dynamic impact of these different perspectives on the main areas of cognitive psychology, including perception, attention, memory, categorisation, language, problem-solving, and reasoning.

The aim is to provide comprehensive coverage that is up-to-date, authoritative, and accessible. All existing chapters have been extensively revised and several new chapters added. Some of the topics receiving much greater coverage in this edition are: depth perception, brain structures in perception, autobiographical memory, implicit memory, theories of reading, mood-congruent effects, connectionism, scientific discovery, and conditional reasoning.

Cognitive Psychology: A Student's Handbook will be essential reading for undergraduate students of psychology. It will also be of interest to students taking related courses in computer science, education, linguistics, physiology, and medicine. Cognitive psychology, Textbooks, Cognition, Kognitive Psychologie, Psychologie cognitive, Psychology, Cognitieve psychologie, Manuels d'enseignement, Einführung, Cognition & cognitive psychology, General, Cognition--textbooks, Cognitive psychology--textbooks, Bf311 .e935 2010, 153, 77.31"
Psychology and Work Today,"Duane P. Schultz, Sydney Ellen Schultz",1994.0,91321.0,/works/OL513155W,https://covers.openlibrary.org/b/id/91321-M.jpg,,"Industrial Psychology, Psychology, industrial, Organizational behavior, Psychology, applied","Psychology and Work Today Duane P. Schultz, Sydney Ellen Schultz  Industrial Psychology, Psychology, industrial, Organizational behavior, Psychology, applied"
Cognitive psychology,Robert J. Sternberg,2011.0,9720384.0,/works/OL16141667W,https://covers.openlibrary.org/b/id/9720384-M.jpg,"xxix, 609 p. : 26 cm",Cognitive psychology,"Cognitive psychology Robert J. Sternberg xxix, 609 p. : 26 cm Cognitive psychology"
Environmental Psychology,Paul A. Bell,1978.0,8311098.0,/works/OL6690147W,https://covers.openlibrary.org/b/id/8311098-M.jpg,,"Environmental psychology, Environment, Psychologie de l'environnement, Psychology, Behavior, Psychology [MESH]","Environmental Psychology Paul A. Bell  Environmental psychology, Environment, Psychologie de l'environnement, Psychology, Behavior, Psychology [MESH]"
Environmental Psychology,Robert Gifford,1987.0,9325594.0,/works/OL3259683W,https://covers.openlibrary.org/b/id/9325594-M.jpg,,Environmental psychology,Environmental Psychology Robert Gifford  Environmental psychology
A history of medical psychology,Gregory Zilboorg,1941.0,2412661.0,/works/OL6585470W,https://covers.openlibrary.org/b/id/2412661-M.jpg,This book is intended to serve as an introductory historical survey of medical psychology rather than of psychiatry. -- Foreword.,"Textbooks, Psychiatrie, Histoire, Psychology textbooks, Medische psychologie, Psychologie pathologique, Humanities textbooks, Psychiatry, History, Mental Disorders, Pathological Psychology, 44.07 behavioral medicine, 44.01 history of medicine, Psychology, pathological","A history of medical psychology Gregory Zilboorg This book is intended to serve as an introductory historical survey of medical psychology rather than of psychiatry. -- Foreword. Textbooks, Psychiatrie, Histoire, Psychology textbooks, Medische psychologie, Psychologie pathologique, Humanities textbooks, Psychiatry, History, Mental Disorders, Pathological Psychology, 44.07 behavioral medicine, 44.01 history of medicine, Psychology, pathological"
Psychologie de l'intelligence,Jean Piaget,1950.0,266456.0,/works/OL1303748W,https://covers.openlibrary.org/b/id/266456-M.jpg,"Think of developmental psychology, and the name of Jean Piaget immediately springs to mind. His theory of learning lies at the very heart of the modern understanding of the human learning process, and he is celebrated as the founding father of child psychology. A prolific writer, he is the author of more than 50 books and several hundred articles. This work is one of his most important works. Containing a complete synthesis of his thoughts on the mechanisms of intellectual development, it is an extraordinary volume by an extraordinary writer.","Intellect, Intelligentie, Cognitieve ontwikkeling, Intelligence [MESH], Perception [MESH], Space Perception [MESH], Thinking [MESH], Child Development [MESH], Intelligence","Psychologie de l'intelligence Jean Piaget Think of developmental psychology, and the name of Jean Piaget immediately springs to mind. His theory of learning lies at the very heart of the modern understanding of the human learning process, and he is celebrated as the founding father of child psychology. A prolific writer, he is the author of more than 50 books and several hundred articles. This work is one of his most important works. Containing a complete synthesis of his thoughts on the mechanisms of intellectual development, it is an extraordinary volume by an extraordinary writer. Intellect, Intelligentie, Cognitieve ontwikkeling, Intelligence [MESH], Perception [MESH], Space Perception [MESH], Thinking [MESH], Child Development [MESH], Intelligence"
The psychology of adolescence,Arthur Thomas Jersild,1957.0,7156297.0,/works/OL6917479W,https://covers.openlibrary.org/b/id/7156297-M.jpg,,"Adolescence, Adolescent psychology, Adolescent","The psychology of adolescence Arthur Thomas Jersild  Adolescence, Adolescent psychology, Adolescent"
Statistical reasoning in psychology and education,Edward W. Minium,1970.0,4003613.0,/works/OL1901087W,https://covers.openlibrary.org/b/id/4003613-M.jpg,,"Pädagogik, Estadística para psicólogos, Educational Psychology, Textbooks, Educational statistics, Psychometrics, Statistics textbooks, Psychology textbooks, Psychologie, Humanities textbooks, Mathematics textbooks, Statistik, Statistics as Topic, Psychology, Education, Psychométrie, Statistique de l'éducation, Statistiek, Onderwijs, Statistics","Statistical reasoning in psychology and education Edward W. Minium  Pädagogik, Estadística para psicólogos, Educational Psychology, Textbooks, Educational statistics, Psychometrics, Statistics textbooks, Psychology textbooks, Psychologie, Humanities textbooks, Mathematics textbooks, Statistik, Statistics as Topic, Psychology, Education, Psychométrie, Statistique de l'éducation, Statistiek, Onderwijs, Statistics"
Understanding psychology,"Charles G. Morris, Albert A. Maisto",2000.0,6986905.0,/works/OL16054895W,https://covers.openlibrary.org/b/id/6986905-M.jpg,,"Textbooks, Psychology","Understanding psychology Charles G. Morris, Albert A. Maisto  Textbooks, Psychology"
Psychological testing,"Kevin R. Murphy, Charles O. Davidshofer",1988.0,4006463.0,/works/OL2646872W,https://covers.openlibrary.org/b/id/4006463-M.jpg,,"Educational Measurement, Psychological tests, Psychometrics, Textbooks, Psychologische tests, Test, Tests psychologiques, Psychometrie, Psychodiagnostiek, Psychométrie, Psychologie","Psychological testing Kevin R. Murphy, Charles O. Davidshofer  Educational Measurement, Psychological tests, Psychometrics, Textbooks, Psychologische tests, Test, Tests psychologiques, Psychometrie, Psychodiagnostiek, Psychométrie, Psychologie"
Statistics for psychology,Arthur Aron,1994.0,89080.0,/works/OL1828511W,https://covers.openlibrary.org/b/id/89080-M.jpg,,"Statistical methods, Psychology, Textbooks, Psychometrics, Statistics textbooks, Psychology textbooks, Psychologie, Humanities textbooks, open_syllabus_project, Mathematics textbooks, Statistik, Statistics, Méthodes statistiques","Statistics for psychology Arthur Aron  Statistical methods, Psychology, Textbooks, Psychometrics, Statistics textbooks, Psychology textbooks, Psychologie, Humanities textbooks, open_syllabus_project, Mathematics textbooks, Statistik, Statistics, Méthodes statistiques"
Sport psychology,"Arnold D. LeUnes, Arnold D. Le Unes, Jack R. Nation, Arnold Leunes, Jack Nation",1989.0,4343020.0,/works/OL2965186W,https://covers.openlibrary.org/b/id/4343020-M.jpg,,"Sports, Psychological aspects of Sports, Psychological aspects, Aspect psychologique, Einfuhrung, Sportpsychologie, Psychology Of Sports, Sports & Recreation, SPO041000, SPO, Sports Psychology, Occupational & industrial psychology, Psychology, Sports, psychological aspects","Sport psychology Arnold D. LeUnes, Arnold D. Le Unes, Jack R. Nation, Arnold Leunes, Jack Nation  Sports, Psychological aspects of Sports, Psychological aspects, Aspect psychologique, Einfuhrung, Sportpsychologie, Psychology Of Sports, Sports & Recreation, SPO041000, SPO, Sports Psychology, Occupational & industrial psychology, Psychology, Sports, psychological aspects"
Human psychology,Howard C. Warren,1919.0,5842525.0,/works/OL7575474W,https://covers.openlibrary.org/b/id/5842525-M.jpg,"""The chapters of this textbook/reference volume introduce subjects such as neurophysiology, stimulus-response, behavior, conscious experience, perception, mental states, attitudes, character and personality, and the organization of mental life. Each chapter includes collateral reading suggestions as well as practical exercises"". (PsycINFO Database Record (c) 2005 APA, all rights reserved) for e-book ed.",Psychology,"Human psychology Howard C. Warren ""The chapters of this textbook/reference volume introduce subjects such as neurophysiology, stimulus-response, behavior, conscious experience, perception, mental states, attitudes, character and personality, and the organization of mental life. Each chapter includes collateral reading suggestions as well as practical exercises"". (PsycINFO Database Record (c) 2005 APA, all rights reserved) for e-book ed. Psychology"
Essentials of Understanding Psychology,"Robert S. Feldman, Feldman, Robert S.",1994.0,1088241.0,/works/OL280201W,https://covers.openlibrary.org/b/id/1088241-M.jpg,,"Textbooks, Psychology","Essentials of Understanding Psychology Robert S. Feldman, Feldman, Robert S.  Textbooks, Psychology"
Real World Psychology,"Karen Huffman, Catherine A. Sanderson",2013.0,13083339.0,/works/OL20347138W,https://covers.openlibrary.org/b/id/13083339-M.jpg,"""Real World Psychology, a brief version of Huffman's Psychology in Action, reflects Huffman's core ""student/active classroom"" philosophy and is designed specifically for the unique needs of those who demand big things from a small package. This text ties every single concept to a real-world, in-text example by utilizing case studies, photos, graphs, news stories and charts. This brief approach allows readers to grasp the ""big picture"" in psychology without an abundance of supplementary details""--",Psychology,"Real World Psychology Karen Huffman, Catherine A. Sanderson ""Real World Psychology, a brief version of Huffman's Psychology in Action, reflects Huffman's core ""student/active classroom"" philosophy and is designed specifically for the unique needs of those who demand big things from a small package. This text ties every single concept to a real-world, in-text example by utilizing case studies, photos, graphs, news stories and charts. This brief approach allows readers to grasp the ""big picture"" in psychology without an abundance of supplementary details""-- Psychology"
Psychological trauma,Bessel van der Kolk,1987.0,677010.0,/works/OL19410633W,https://covers.openlibrary.org/b/id/677010-M.jpg,,"Parent and child, Post-traumatic stress disorder in children, Life Change Events, Psychological Stress, Post-traumatic stress disorder, Violence, Stress Disorders, Post-Traumatic, Blutkrankheit, Sekundärkrankheit, Trauma, Posttraumatische stressstoornis, Trauma's (psychologie), Stress, Stress (Psychology), Aufsatzsammlung, Stress, psychological, Rc552.p67 p77 1987, Wm 172 v234p 1987, 616.85/2, Psychic trauma","Psychological trauma Bessel van der Kolk  Parent and child, Post-traumatic stress disorder in children, Life Change Events, Psychological Stress, Post-traumatic stress disorder, Violence, Stress Disorders, Post-Traumatic, Blutkrankheit, Sekundärkrankheit, Trauma, Posttraumatische stressstoornis, Trauma's (psychologie), Stress, Stress (Psychology), Aufsatzsammlung, Stress, psychological, Rc552.p67 p77 1987, Wm 172 v234p 1987, 616.85/2, Psychic trauma"
The psychology of adjustment,Leon Gorlow,1976.0,6600636.0,/works/OL19588368W,https://covers.openlibrary.org/b/id/6600636-M.jpg,,"Adjustment (Psychology), Psychologie, Psychological Adaptation, Behavior, Anpassung, Collected Works, Ajustement (Psychologie)","The psychology of adjustment Leon Gorlow  Adjustment (Psychology), Psychologie, Psychological Adaptation, Behavior, Anpassung, Collected Works, Ajustement (Psychologie)"
The Psychology of Fashion,Carolyn Mair,2018.0,9234703.0,/works/OL20593719W,https://covers.openlibrary.org/b/id/9234703-M.jpg,"What do our clothes say about us? How do the clothes we wear affect our moods and emotions? How does the fashion industry encourage us to aspire to look in a certain way? The Psychology of Fashion offers an insightful introduction to the exciting and dynamic world of fashion in relation to human behaviour, from how clothing can affect our cognitive processes to the way retail environments manipulate consumer behaviour. The book explores how fashion design can impact healthy body image, how psychology can inform a more sustainable perspective on the production and disposal of clothing, and why we develop certain shopping behaviours. With fashion imagery ever present in the streets, press and media, The Psychology of Fashion shows how fashion and psychology can make a positive difference to our lives--back cover.","Fashion, Body image, Identity (Psychology), Image du corps, Identité (Psychologie), Psychological aspects, HEALTH & FITNESS, Beauty & Grooming, K ̐ưorperbild, Mode, Psychologie, K�orperbild","The Psychology of Fashion Carolyn Mair What do our clothes say about us? How do the clothes we wear affect our moods and emotions? How does the fashion industry encourage us to aspire to look in a certain way? The Psychology of Fashion offers an insightful introduction to the exciting and dynamic world of fashion in relation to human behaviour, from how clothing can affect our cognitive processes to the way retail environments manipulate consumer behaviour. The book explores how fashion design can impact healthy body image, how psychology can inform a more sustainable perspective on the production and disposal of clothing, and why we develop certain shopping behaviours. With fashion imagery ever present in the streets, press and media, The Psychology of Fashion shows how fashion and psychology can make a positive difference to our lives--back cover. Fashion, Body image, Identity (Psychology), Image du corps, Identité (Psychologie), Psychological aspects, HEALTH & FITNESS, Beauty & Grooming, K ̐ưorperbild, Mode, Psychologie, K�orperbild"
The psychology of exercise,"Curt Lox, Kathleen Anne Martin, Steven J. Petruzzello",2003.0,6390353.0,/works/OL9182315W,https://covers.openlibrary.org/b/id/6390353-M.jpg,,"Psychological aspects of Exercise, Physical fitness, Psychological aspects, Psychological aspects of Physical fitness, Exercise, Health & Fitness, Consumer Health, Health/Fitness, Lichamelijke conditie, Exercice, Lichamelijke inspanning, Aspect psychologique, Sportpsychologie, Condition physique, Conditietraining","The psychology of exercise Curt Lox, Kathleen Anne Martin, Steven J. Petruzzello  Psychological aspects of Exercise, Physical fitness, Psychological aspects, Psychological aspects of Physical fitness, Exercise, Health & Fitness, Consumer Health, Health/Fitness, Lichamelijke conditie, Exercice, Lichamelijke inspanning, Aspect psychologique, Sportpsychologie, Condition physique, Conditietraining"
Psychology of Success,"Denis Waitley, Denis, Phd Waitley",1990.0,9843226.0,/works/OL2410308W,https://covers.openlibrary.org/b/id/9843226-M.jpg,,"Self-confidence, Success, Psychological aspects of Success, Psychological aspects, Self-esteem, Advice on careers & achieving success, Popular psychology, Psychological aspects, Self-confidence, Self-esteem, Success, Psychology, Success, psychological aspects","Psychology of Success Denis Waitley, Denis, Phd Waitley  Self-confidence, Success, Psychological aspects of Success, Psychological aspects, Self-esteem, Advice on careers & achieving success, Popular psychology, Psychological aspects, Self-confidence, Self-esteem, Success, Psychology, Success, psychological aspects"
The developmental psychology of Jean Piaget,John H. Flavell,1963.0,6655153.0,/works/OL2584692W,https://covers.openlibrary.org/b/id/6655153-M.jpg,,"Perception, Textbooks, Cognition, Desenvolvimento Da Crianca (Psicologia), Humanities textbooks, Ontwikkelingspsychologie, Psychology textbooks, Entwicklungspsychologie, Connaissance, Théorie de la, Psychologie du développement, Child Psychology, Intellect, Constructivisme (psychologie), Psychologie génétique, Intelligence","The developmental psychology of Jean Piaget John H. Flavell  Perception, Textbooks, Cognition, Desenvolvimento Da Crianca (Psicologia), Humanities textbooks, Ontwikkelingspsychologie, Psychology textbooks, Entwicklungspsychologie, Connaissance, Théorie de la, Psychologie du développement, Child Psychology, Intellect, Constructivisme (psychologie), Psychologie génétique, Intelligence"
Quantitative psychological research,David Clark-Carter,2004.0,2018527.0,/works/OL2155037W,https://covers.openlibrary.org/b/id/2018527-M.jpg,,"Psychology, Methodology, Research, Textbooks, Psychology, research, Psychology, methodology, Psychologie, Manuels, Recherche, Méthodologie, Psychology--research--methodology, Psychology--research--methodology--textbooks, Bf76.5 .c53 2010, 150.72","Quantitative psychological research David Clark-Carter  Psychology, Methodology, Research, Textbooks, Psychology, research, Psychology, methodology, Psychologie, Manuels, Recherche, Méthodologie, Psychology--research--methodology, Psychology--research--methodology--textbooks, Bf76.5 .c53 2010, 150.72"
Dark Psychology for Beginners,Judith Dawson,2021.0,0.0,/works/OL26002115W,,,,Dark Psychology for Beginners Judith Dawson  
Analytical psychology,Carl Gustav Jung,1916.0,1341713.0,/works/OL95164W,https://covers.openlibrary.org/b/id/1341713-M.jpg,,"Psychoanalysis, Jungian psychology","Analytical psychology Carl Gustav Jung  Psychoanalysis, Jungian psychology"
The principles of psychology,Herbert Spencer,1855.0,5750482.0,/works/OL1067707W,https://covers.openlibrary.org/b/id/5750482-M.jpg,,"Psychology, Intelligence","The principles of psychology Herbert Spencer  Psychology, Intelligence"
Psychology,"Stephen Worchel, Wayne Shebilske",1983.0,4960265.0,/works/OL2037342W,https://covers.openlibrary.org/b/id/4960265-M.jpg,,"Psychology, Textbooks, Applied Psychology, Psychology textbooks, Humanities textbooks, Psychology, Applied, Psychologie appliquee, Einfuhrung, Psychologie","Psychology Stephen Worchel, Wayne Shebilske  Psychology, Textbooks, Applied Psychology, Psychology textbooks, Humanities textbooks, Psychology, Applied, Psychologie appliquee, Einfuhrung, Psychologie"
AQA psychology,Cara Flanagan,2015.0,12590914.0,/works/OL27272910W,https://covers.openlibrary.org/b/id/12590914-M.jpg,,"Psychology, Study guides, Examinations, A-level examinations, Advanced supplementary examinations","AQA psychology Cara Flanagan  Psychology, Study guides, Examinations, A-level examinations, Advanced supplementary examinations"
Social psychology,Stephen L. Franzoi,1996.0,54826.0,/works/OL90604W,https://covers.openlibrary.org/b/id/54826-M.jpg,,Social psychology,Social psychology Stephen L. Franzoi  Social psychology
Introduction to clinical psychology,"Michael T. Nietzel, Nietzel, Bernstein, Kramer, Milich",1991.0,89914.0,/works/OL2699850W,https://covers.openlibrary.org/b/id/89914-M.jpg,,"Textbooks, Clinical psychology, Psychology, Clinical, Psychology textbooks, Humanities textbooks, Education, Cliff's/ Monarch / Barron's Book Notes, Education / Teaching, Book Notes, Study Aids / Book Notes, General","Introduction to clinical psychology Michael T. Nietzel, Nietzel, Bernstein, Kramer, Milich  Textbooks, Clinical psychology, Psychology, Clinical, Psychology textbooks, Humanities textbooks, Education, Cliff's/ Monarch / Barron's Book Notes, Education / Teaching, Book Notes, Study Aids / Book Notes, General"
Psychologie und Alchemie,Carl Gustav Jung,1944.0,4505252.0,/works/OL95168W,https://covers.openlibrary.org/b/id/4505252-M.jpg,,"Alchemy, Religious Psychology, Symbolism (Psychology), Dreams, Pathological Psychology, Psychological aspects of Alchemy, Psychology and religion, Jung, c. g. (carl gustav), 1875-1961, Psychoanalysis, Psychology, Religious aspects, Psychanalyse, HEALTH & FITNESS / Diseases / General, MEDICAL / Clinical Medicine, MEDICAL / Diseases, MEDICAL / Evidence-Based Medicine, MEDICAL / Internal Medicine","Psychologie und Alchemie Carl Gustav Jung  Alchemy, Religious Psychology, Symbolism (Psychology), Dreams, Pathological Psychology, Psychological aspects of Alchemy, Psychology and religion, Jung, c. g. (carl gustav), 1875-1961, Psychoanalysis, Psychology, Religious aspects, Psychanalyse, HEALTH & FITNESS / Diseases / General, MEDICAL / Clinical Medicine, MEDICAL / Diseases, MEDICAL / Evidence-Based Medicine, MEDICAL / Internal Medicine"
Evolutionary psychology,David M. Buss,1998.0,137975.0,/works/OL1919468W,https://covers.openlibrary.org/b/id/137975-M.jpg,"This revised text provides a comprehensive overview of the field of evolutionary psychology. It includes information on landmarks in human evolution, intuitive biology, women's long-term mating strategies, men's long-term mating strategies and problems of kinship.","Evolutionary psychology, Human evolution, Textbooks, Evolution, Psychology, Genetic psychology, Biological Evolution","Evolutionary psychology David M. Buss This revised text provides a comprehensive overview of the field of evolutionary psychology. It includes information on landmarks in human evolution, intuitive biology, women's long-term mating strategies, men's long-term mating strategies and problems of kinship. Evolutionary psychology, Human evolution, Textbooks, Evolution, Psychology, Genetic psychology, Biological Evolution"
Art and illusion,E. H. Gombrich,1960.0,4385891.0,/works/OL686192W,https://covers.openlibrary.org/b/id/4385891-M.jpg,"""Considered a great classic by all who seek a meeting ground between science and the humanities. Art and Illusion examines the history and psychology of pictorial representation in light of present-day theories of visual perception information and learning. Searching for a rational explanation of the changing styles of art, Gombrich reexamines many ideas on the imitation of nature and the function of tradition.

In testing his arguments he ranges over the history of art, noticing particularly the accomplishments of the ancient Greeks, and the visual discoveries of such masters as Leonardo da Vinci and Rembrandt, as well as the impressionists and the cubists. Gombrich's main concern is less with the artists than with ourselves, the beholders.""--BOOK JACKET.","Visual perception, Art, Psychology, Composition (Art), Kunstpsychologie, Art, psychology, Psychologie, Waarneming, Visualisatie, Kunst, Arte E Psicologia, Kunstbetrachtung, Malerei","Art and illusion E. H. Gombrich ""Considered a great classic by all who seek a meeting ground between science and the humanities. Art and Illusion examines the history and psychology of pictorial representation in light of present-day theories of visual perception information and learning. Searching for a rational explanation of the changing styles of art, Gombrich reexamines many ideas on the imitation of nature and the function of tradition.

In testing his arguments he ranges over the history of art, noticing particularly the accomplishments of the ancient Greeks, and the visual discoveries of such masters as Leonardo da Vinci and Rembrandt, as well as the impressionists and the cubists. Gombrich's main concern is less with the artists than with ourselves, the beholders.""--BOOK JACKET. Visual perception, Art, Psychology, Composition (Art), Kunstpsychologie, Art, psychology, Psychologie, Waarneming, Visualisatie, Kunst, Arte E Psicologia, Kunstbetrachtung, Malerei"
Influence,Robert B. Cialdini,2007.0,9287020.0,/works/OL20650168W,https://covers.openlibrary.org/b/id/9287020-M.jpg,,,Influence Robert B. Cialdini  
Introduction to Industrial/Organizational Psychology,Ronald E. Riggio,1990.0,4650659.0,/works/OL3751588W,https://covers.openlibrary.org/b/id/4650659-M.jpg,,"Industrial Psychology, Organizational change, Psychology, industrial","Introduction to Industrial/Organizational Psychology Ronald E. Riggio  Industrial Psychology, Organizational change, Psychology, industrial"
Organizational psychology,"Schein, Edgar H.",1965.0,4521602.0,/works/OL1906632W,https://covers.openlibrary.org/b/id/4521602-M.jpg,,"Industrial Psychology, Industrial sociology, Psychologie industrielle, Sociologie industrielle, Psychologie du travail, Arbeids- en organisatiepsychologie, Organisationspsychologie, Ergonomics, Psychology, Social Psychology","Organizational psychology Schein, Edgar H.  Industrial Psychology, Industrial sociology, Psychologie industrielle, Sociologie industrielle, Psychologie du travail, Arbeids- en organisatiepsychologie, Organisationspsychologie, Ergonomics, Psychology, Social Psychology"
Forensic psychology,"Lawrence S. Wrightsman, Solomon M. Fulero",2000.0,4665797.0,/works/OL2672774W,https://covers.openlibrary.org/b/id/4665797-M.jpg,,"Forensic psychology, Psychology, Forensic, Textbooks, Forensic Psychiatry, Beroepseisen, Methods, Gerechtelijke psychologie, Psychologie légale, Manuels d'enseignement supérieur, Gerichtliche Psychologie","Forensic psychology Lawrence S. Wrightsman, Solomon M. Fulero  Forensic psychology, Psychology, Forensic, Textbooks, Forensic Psychiatry, Beroepseisen, Methods, Gerechtelijke psychologie, Psychologie légale, Manuels d'enseignement supérieur, Gerichtliche Psychologie"
